region,date,confirmed,death,recovered
BosniaandHerzegovina,2020-03-18,38,0,0
BosniaandHerzegovina,2020-03-19,63,0,0
BosniaandHerzegovina,2020-03-20,89,0,0
BosniaandHerzegovina,2020-03-21,93,0,0
BosniaandHerzegovina,2020-03-22,126,0,0
BosniaandHerzegovina,2020-03-23,136,0,0
BosniaandHerzegovina,2020-03-24,166,0,0
BosniaandHerzegovina,2020-03-25,176,0,0
BosniaandHerzegovina,2020-03-26,191,0,0
BosniaandHerzegovina,2020-03-27,237,0,0
BosniaandHerzegovina,2020-03-28,258,0,0
BosniaandHerzegovina,2020-03-29,323,0,0
Brazil,2020-01-22,0,0,0
Brazil,2020-01-23,0,0,0
Brazil,2020-01-24,0,0,0
Brazil,2020-01-25,0,0,0
Brazil,2020-01-26,0,0,0
Brazil,2020-01-27,0,0,0
Brazil,2020-01-28,0,0,0
Brazil,2020-01-29,0,0,0
Brazil,2020-01-30,0,0,0
Brazil,2020-01-31,0,0,0
Brazil,2020-02-01,0,0,0
Brazil,2020-02-02,0,0,0
Brazil,2020-02-03,0,0,0
Brazil,2020-02-04,0,0,0
Brazil,2020-02-05,0,0,0
Brazil,2020-02-06,0,0,0
Brazil,2020-02-07,0,0,0
Brazil,2020-02-08,0,0,0
Brazil,2020-02-09,0,0,0
Brazil,2020-02-10,0,0,0
Brazil,2020-02-11,0,0,0
Brazil,2020-02-12,0,0,0
Brazil,2020-02-13,0,0,0
Brazil,2020-02-14,0,0,0
Brazil,2020-02-15,0,0,0
Brazil,2020-02-16,0,0,0
Brazil,2020-02-17,0,0,0
Brazil,2020-02-18,0,0,0
Brazil,2020-02-19,0,0,0
Brazil,2020-02-20,0,0,0
Brazil,2020-02-21,0,0,0
Brazil,2020-02-22,0,0,0
Brazil,2020-02-23,0,0,0
Brazil,2020-02-24,0,0,0
Brazil,2020-02-25,0,0,0
Brazil,2020-02-26,1,0,0
Brazil,2020-02-27,1,0,0
Brazil,2020-02-28,1,0,0
Brazil,2020-02-29,2,0,0
Brazil,2020-03-01,2,0,0
Brazil,2020-03-02,2,0,0
Brazil,2020-03-03,2,0,0
Brazil,2020-03-04,4,0,0
Brazil,2020-03-05,4,0,0
Brazil,2020-03-06,13,0,0
Brazil,2020-03-07,13,0,0
Brazil,2020-03-08,20,0,0
Brazil,2020-03-09,25,0,0
Brazil,2020-03-10,31,0,0
Brazil,2020-03-11,38,0,0
Brazil,2020-03-12,52,0,0
Brazil,2020-03-13,151,0,0
Brazil,2020-03-14,151,0,0
Brazil,2020-03-15,162,0,0
Brazil,2020-03-16,200,0,0
Brazil,2020-03-17,321,0,0
Brazil,2020-03-18,372,0,0
Brazil,2020-03-19,621,0,0
Brazil,2020-03-20,793,0,0
Brazil,2020-03-21,1021,0,0
Brazil,2020-03-22,1546,0,0
Brazil,2020-03-23,1924,0,0
Brazil,2020-03-24,2247,0,0
Brazil,2020-03-25,2554,0,0
Brazil,2020-03-26,2985,0,0
Brazil,2020-03-27,3417,0,0
Brazil,2020-03-28,3904,0,0
Brazil,2020-03-29,4256,0,0
Brunei,2020-01-22,0,0,0
Brunei,2020-01-23,0,0,0
Brunei,2020-01-24,0,0,0
Brunei,2020-01-25,0,0,0
Brunei,2020-01-26,0,0,0
Brunei,2020-01-27,0,0,0
Brunei,2020-01-28,0,0,0
Brunei,2020-01-29,0,0,0
Brunei,2020-01-30,0,0,0
Brunei,2020-01-31,0,0,0
Brunei,2020-02-01,0,0,0
Brunei,2020-02-02,0,0,0
Brunei,2020-02-03,0,0,0
Brunei,2020-02-04,0,0,0
Brunei,2020-02-05,0,0,0
Brunei,2020-02-06,0,0,0
Brunei,2020-02-07,0,0,0
Brunei,2020-02-08,0,0,0
Brunei,2020-02-09,0,0,0
Brunei,2020-02-10,0,0,0
Brunei,2020-02-11,0,0,0
Brunei,2020-02-12,0,0,0
Brunei,2020-02-13,0,0,0
Brunei,2020-02-14,0,0,0
Brunei,2020-02-15,0,0,0
Brunei,2020-02-16,0,0,0
Brunei,2020-02-17,0,0,0
Brunei,2020-02-18,0,0,0
Brunei,2020-02-19,0,0,0
Brunei,2020-02-20,0,0,0
Brunei,2020-02-21,0,0,0
Brunei,2020-02-22,0,0,0
Brunei,2020-02-23,0,0,0
Brunei,2020-02-24,0,0,0
Brunei,2020-02-25,0,0,0
Brunei,2020-02-26,0,0,0
Brunei,2020-02-27,0,0,0
Brunei,2020-02-28,0,0,0
Brunei,2020-02-29,0,0,0
Brunei,2020-03-01,0,0,0
Brunei,2020-03-02,0,0,0
Brunei,2020-03-03,0,0,0
Brunei,2020-03-04,0,0,0
Brunei,2020-03-05,0,0,0
Brunei,2020-03-06,0,0,0
Brunei,2020-03-07,0,0,0
Brunei,2020-03-08,0,0,0
Brunei,2020-03-09,1,0,0
Brunei,2020-03-10,1,0,0
Brunei,2020-03-11,11,0,0
Brunei,2020-03-12,11,0,0
Brunei,2020-03-13,37,0,0
Brunei,2020-03-14,40,0,0
Brunei,2020-03-15,50,0,0
Brunei,2020-03-16,54,0,0
Brunei,2020-03-17,56,0,0
Brunei,2020-03-18,68,0,0
Brunei,2020-03-19,75,0,0
Brunei,2020-03-20,78,0,0
Brunei,2020-03-21,83,0,0
Brunei,2020-03-22,88,0,0
Brunei,2020-03-23,91,0,0
Brunei,2020-03-24,104,0,0
Brunei,2020-03-25,109,0,0
Brunei,2020-03-26,114,0,0
Brunei,2020-03-27,115,0,0
Brunei,2020-03-28,120,0,0
Brunei,2020-03-29,126,0,0
Bulgaria,2020-01-22,0,0,0
Bulgaria,2020-01-23,0,0,0
Bulgaria,2020-01-24,0,0,0
Bulgaria,2020-01-25,0,0,0
Bulgaria,2020-01-26,0,0,0
Bulgaria,2020-01-27,0,0,0
Bulgaria,2020-01-28,0,0,0
Bulgaria,2020-01-29,0,0,0
Bulgaria,2020-01-30,0,0,0
Bulgaria,2020-01-31,0,0,0
Bulgaria,2020-02-01,0,0,0
Bulgaria,2020-02-02,0,0,0
Bulgaria,2020-02-03,0,0,0
Bulgaria,2020-02-04,0,0,0
Bulgaria,2020-02-05,0,0,0
Bulgaria,2020-02-06,0,0,0
Bulgaria,2020-02-07,0,0,0
Bulgaria,2020-02-08,0,0,0
Bulgaria,2020-02-09,0,0,0
Bulgaria,2020-02-10,0,0,0
Bulgaria,2020-02-11,0,0,0
Bulgaria,2020-02-12,0,0,0
Bulgaria,2020-02-13,0,0,0
Bulgaria,2020-02-14,0,0,0
Bulgaria,2020-02-15,0,0,0
Bulgaria,2020-02-16,0,0,0
Bulgaria,2020-02-17,0,0,0
Bulgaria,2020-02-18,0,0,0
Bulgaria,2020-02-19,0,0,0
Bulgaria,2020-02-20,0,0,0
Bulgaria,2020-02-21,0,0,0
Bulgaria,2020-02-22,0,0,0
Bulgaria,2020-02-23,0,0,0
Bulgaria,2020-02-24,0,0,0
Bulgaria,2020-02-25,0,0,0
Bulgaria,2020-02-26,0,0,0
Bulgaria,2020-02-27,0,0,0
Bulgaria,2020-02-28,0,0,0
Bulgaria,2020-02-29,0,0,0
Bulgaria,2020-03-01,0,0,0
Bulgaria,2020-03-02,0,0,0
Bulgaria,2020-03-03,0,0,0
Bulgaria,2020-03-04,0,0,0
Bulgaria,2020-03-05,0,0,0
Bulgaria,2020-03-06,0,0,0
Bulgaria,2020-03-07,0,0,0
Bulgaria,2020-03-08,4,0,0
Bulgaria,2020-03-09,4,0,0
Bulgaria,2020-03-10,4,0,0
Bulgaria,2020-03-11,7,0,0
Bulgaria,2020-03-12,7,0,0
Bulgaria,2020-03-13,23,0,0
Bulgaria,2020-03-14,41,0,0
Bulgaria,2020-03-15,51,0,0
Bulgaria,2020-03-16,52,0,0
Bulgaria,2020-03-17,67,0,0
Bulgaria,2020-03-18,92,0,0
Bulgaria,2020-03-19,94,0,0
Bulgaria,2020-03-20,127,0,0
Bulgaria,2020-03-21,163,0,0
Bulgaria,2020-03-22,187,0,0
Bulgaria,2020-03-23,201,0,0
Bulgaria,2020-03-24,218,0,0
Bulgaria,2020-03-25,242,0,0
Bulgaria,2020-03-26,264,0,0
Bulgaria,2020-03-27,293,0,0
Bulgaria,2020-03-28,331,0,0
Bulgaria,2020-03-29,346,0,0
BurkinaFaso,2020-01-22,0,0,0
BurkinaFaso,2020-01-23,0,0,0
BurkinaFaso,2020-01-24,0,0,0
BurkinaFaso,2020-01-25,0,0,0
BurkinaFaso,2020-01-26,0,0,0
BurkinaFaso,2020-01-27,0,0,0
BurkinaFaso,2020-01-28,0,0,0
BurkinaFaso,2020-01-29,0,0,0
BurkinaFaso,2020-01-30,0,0,0
BurkinaFaso,2020-01-31,0,0,0
BurkinaFaso,2020-02-01,0,0,0
BurkinaFaso,2020-02-02,0,0,0
BurkinaFaso,2020-02-03,0,0,0
BurkinaFaso,2020-02-04,0,0,0
BurkinaFaso,2020-02-05,0,0,0
BurkinaFaso,2020-02-06,0,0,0
BurkinaFaso,2020-02-07,0,0,0
BurkinaFaso,2020-02-08,0,0,0
BurkinaFaso,2020-02-09,0,0,0
BurkinaFaso,2020-02-10,0,0,0
BurkinaFaso,2020-02-11,0,0,0
BurkinaFaso,2020-02-12,0,0,0
BurkinaFaso,2020-02-13,0,0,0
BurkinaFaso,2020-02-14,0,0,0
BurkinaFaso,2020-02-15,0,0,0
BurkinaFaso,2020-02-16,0,0,0
BurkinaFaso,2020-02-17,0,0,0
BurkinaFaso,2020-02-18,0,0,0
BurkinaFaso,2020-02-19,0,0,0
BurkinaFaso,2020-02-20,0,0,0
BurkinaFaso,2020-02-21,0,0,0
BurkinaFaso,2020-02-22,0,0,0
BurkinaFaso,2020-02-23,0,0,0
BurkinaFaso,2020-02-24,0,0,0
BurkinaFaso,2020-02-25,0,0,0
BurkinaFaso,2020-02-26,0,0,0
BurkinaFaso,2020-02-27,0,0,0
BurkinaFaso,2020-02-28,0,0,0
BurkinaFaso,2020-02-29,0,0,0
BurkinaFaso,2020-03-01,0,0,0
BurkinaFaso,2020-03-02,0,0,0
BurkinaFaso,2020-03-03,0,0,0
BurkinaFaso,2020-03-04,0,0,0
BurkinaFaso,2020-03-05,0,0,0
BurkinaFaso,2020-03-06,0,0,0
BurkinaFaso,2020-03-07,0,0,0
BurkinaFaso,2020-03-08,0,0,0
BurkinaFaso,2020-03-09,0,0,0
BurkinaFaso,2020-03-10,1,0,0
BurkinaFaso,2020-03-11,2,0,0
BurkinaFaso,2020-03-12,2,0,0
BurkinaFaso,2020-03-13,2,0,0
BurkinaFaso,2020-03-14,2,0,0
BurkinaFaso,2020-03-15,3,0,0
BurkinaFaso,2020-03-16,15,0,0
BurkinaFaso,2020-03-17,15,0,0
BurkinaFaso,2020-03-18,20,0,0
BurkinaFaso,2020-03-19,33,0,0
BurkinaFaso,2020-03-20,40,0,0
BurkinaFaso,2020-03-21,64,0,0
BurkinaFaso,2020-03-22,75,0,0
BurkinaFaso,2020-03-23,99,0,0
BurkinaFaso,2020-03-24,114,0,0
BurkinaFaso,2020-03-25,146,0,0
BurkinaFaso,2020-03-26,152,0,0
BurkinaFaso,2020-03-27,180,0,0
BurkinaFaso,2020-03-28,207,0,0
BurkinaFaso,2020-03-29,222,0,0
CaboVerde,2020-01-22,0,0,0
CaboVerde,2020-01-23,0,0,0
CaboVerde,2020-01-24,0,0,0
CaboVerde,2020-01-25,0,0,0
CaboVerde,2020-01-26,0,0,0
CaboVerde,2020-01-27,0,0,0
CaboVerde,2020-01-28,0,0,0
CaboVerde,2020-01-29,0,0,0
CaboVerde,2020-01-30,0,0,0
CaboVerde,2020-01-31,0,0,0
CaboVerde,2020-02-01,0,0,0
CaboVerde,2020-02-02,0,0,0
CaboVerde,2020-02-03,0,0,0
CaboVerde,2020-02-04,0,0,0
CaboVerde,2020-02-05,0,0,0
CaboVerde,2020-02-06,0,0,0
CaboVerde,2020-02-07,0,0,0
CaboVerde,2020-02-08,0,0,0
CaboVerde,2020-02-09,0,0,0
CaboVerde,2020-02-10,0,0,0
CaboVerde,2020-02-11,0,0,0
CaboVerde,2020-02-12,0,0,0
CaboVerde,2020-02-13,0,0,0
CaboVerde,2020-02-14,0,0,0
CaboVerde,2020-02-15,0,0,0
CaboVerde,2020-02-16,0,0,0
CaboVerde,2020-02-17,0,0,0
CaboVerde,2020-02-18,0,0,0
CaboVerde,2020-02-19,0,0,0
CaboVerde,2020-02-20,0,0,0
CaboVerde,2020-02-21,0,0,0
CaboVerde,2020-02-22,0,0,0
CaboVerde,2020-02-23,0,0,0
CaboVerde,2020-02-24,0,0,0
CaboVerde,2020-02-25,0,0,0
CaboVerde,2020-02-26,0,0,0
CaboVerde,2020-02-27,0,0,0
CaboVerde,2020-02-28,0,0,0
CaboVerde,2020-02-29,0,0,0
CaboVerde,2020-03-01,0,0,0
CaboVerde,2020-03-02,0,0,0
CaboVerde,2020-03-03,0,0,0
CaboVerde,2020-03-04,0,0,0
CaboVerde,2020-03-05,0,0,0
CaboVerde,2020-03-06,0,0,0
CaboVerde,2020-03-07,0,0,0
CaboVerde,2020-03-08,0,0,0
CaboVerde,2020-03-09,0,0,0
CaboVerde,2020-03-10,0,0,0
CaboVerde,2020-03-11,0,0,0
CaboVerde,2020-03-12,0,0,0
CaboVerde,2020-03-13,0,0,0
CaboVerde,2020-03-14,0,0,0
CaboVerde,2020-03-15,0,0,0
CaboVerde,2020-03-16,0,0,0
CaboVerde,2020-03-17,0,0,0
CaboVerde,2020-03-18,0,0,0
CaboVerde,2020-03-19,0,0,0
CaboVerde,2020-03-20,1,0,0
CaboVerde,2020-03-21,3,0,0
CaboVerde,2020-03-22,3,0,0
CaboVerde,2020-03-23,3,0,0
CaboVerde,2020-03-24,3,0,0
CaboVerde,2020-03-25,4,0,0
CaboVerde,2020-03-26,4,0,0
CaboVerde,2020-03-27,5,0,0
CaboVerde,2020-03-28,5,0,0
CaboVerde,2020-03-29,6,0,0
Cambodia,2020-01-22,0,0,0
Cambodia,2020-01-23,0,0,0
Cambodia,2020-01-24,0,0,0
Cambodia,2020-01-25,0,0,0
Cambodia,2020-01-26,0,0,0
Cambodia,2020-01-27,1,0,0
Cambodia,2020-01-28,1,0,0
Cambodia,2020-01-29,1,0,0
Cambodia,2020-01-30,1,0,0
Cambodia,2020-01-31,1,0,0
Cambodia,2020-02-01,1,0,0
Cambodia,2020-02-02,1,0,0
Cambodia,2020-02-03,1,0,0
Cambodia,2020-02-04,1,0,0
Cambodia,2020-02-05,1,0,0
Cambodia,2020-02-06,1,0,0
Cambodia,2020-02-07,1,0,0
Cambodia,2020-02-08,1,0,0
Cambodia,2020-02-09,1,0,0
Cambodia,2020-02-10,1,0,0
Cambodia,2020-02-11,1,0,0
Cambodia,2020-02-12,1,0,0
Cambodia,2020-02-13,1,0,0
Cambodia,2020-02-14,1,0,0
Cambodia,2020-02-15,1,0,0
Cambodia,2020-02-16,1,0,0
Cambodia,2020-02-17,1,0,0
Cambodia,2020-02-18,1,0,0
Cambodia,2020-02-19,1,0,0
Cambodia,2020-02-20,1,0,0
Cambodia,2020-02-21,1,0,0
Cambodia,2020-02-22,1,0,0
Cambodia,2020-02-23,1,0,0
Cambodia,2020-02-24,1,0,0
Cambodia,2020-02-25,1,0,0
Cambodia,2020-02-26,1,0,0
Cambodia,2020-02-27,1,0,0
Cambodia,2020-02-28,1,0,0
Cambodia,2020-02-29,1,0,0
Cambodia,2020-03-01,1,0,0
Cambodia,2020-03-02,1,0,0
Cambodia,2020-03-03,1,0,0
Cambodia,2020-03-04,1,0,0
Cambodia,2020-03-05,1,0,0
Cambodia,2020-03-06,1,0,0
Cambodia,2020-03-07,1,0,0
Cambodia,2020-03-08,2,0,0
Cambodia,2020-03-09,2,0,0
Cambodia,2020-03-10,2,0,0
Cambodia,2020-03-11,3,0,0
Cambodia,2020-03-12,3,0,0
Cambodia,2020-03-13,5,0,0
Cambodia,2020-03-14,7,0,0
Cambodia,2020-03-15,7,0,0
Cambodia,2020-03-16,7,0,0
Cambodia,2020-03-17,33,0,0
Cambodia,2020-03-18,35,0,0
Cambodia,2020-03-19,37,0,0
Cambodia,2020-03-20,51,0,0
Cambodia,2020-03-21,53,0,0
Cambodia,2020-03-22,84,0,0
Cambodia,2020-03-23,87,0,0
Cambodia,2020-03-24,91,0,0
Cambodia,2020-03-25,96,0,0
Cambodia,2020-03-26,96,0,0
Cambodia,2020-03-27,99,0,0
Cambodia,2020-03-28,99,0,0
Cambodia,2020-03-29,103,0,0
Cameroon,2020-01-22,0,0,0
Cameroon,2020-01-23,0,0,0
Cameroon,2020-01-24,0,0,0
Cameroon,2020-01-25,0,0,0
Cameroon,2020-01-26,0,0,0
Cameroon,2020-01-27,0,0,0
Cameroon,2020-01-28,0,0,0
Cameroon,2020-01-29,0,0,0
Cameroon,2020-01-30,0,0,0
Cameroon,2020-01-31,0,0,0
Cameroon,2020-02-01,0,0,0
Cameroon,2020-02-02,0,0,0
Cameroon,2020-02-03,0,0,0
Cameroon,2020-02-04,0,0,0
Cameroon,2020-02-05,0,0,0
Cameroon,2020-02-06,0,0,0
Cameroon,2020-02-07,0,0,0
Cameroon,2020-02-08,0,0,0
Cameroon,2020-02-09,0,0,0
Cameroon,2020-02-10,0,0,0
Cameroon,2020-02-11,0,0,0
Cameroon,2020-02-12,0,0,0
Cameroon,2020-02-13,0,0,0
Cameroon,2020-02-14,0,0,0
Cameroon,2020-02-15,0,0,0
Cameroon,2020-02-16,0,0,0
Cameroon,2020-02-17,0,0,0
Cameroon,2020-02-18,0,0,0
Cameroon,2020-02-19,0,0,0
Cameroon,2020-02-20,0,0,0
Cameroon,2020-02-21,0,0,0
Cameroon,2020-02-22,0,0,0
Cameroon,2020-02-23,0,0,0
Cameroon,2020-02-24,0,0,0
Cameroon,2020-02-25,0,0,0
Cameroon,2020-02-26,0,0,0
Cameroon,2020-02-27,0,0,0
Cameroon,2020-02-28,0,0,0
Cameroon,2020-02-29,0,0,0
Cameroon,2020-03-01,0,0,0
Cameroon,2020-03-02,0,0,0
Cameroon,2020-03-03,0,0,0
Cameroon,2020-03-04,0,0,0
Cameroon,2020-03-05,0,0,0
Cameroon,2020-03-06,1,0,0
Cameroon,2020-03-07,1,0,0
Cameroon,2020-03-08,2,0,0
Cameroon,2020-03-09,2,0,0
Cameroon,2020-03-10,2,0,0
Cameroon,2020-03-11,2,0,0
Cameroon,2020-03-12,2,0,0
Cameroon,2020-03-13,2,0,0
Cameroon,2020-03-14,2,0,0
Cameroon,2020-03-15,2,0,0
Cameroon,2020-03-16,4,0,0
Cameroon,2020-03-17,10,0,0
Cameroon,2020-03-18,10,0,0
Cameroon,2020-03-19,13,0,0
Cameroon,2020-03-20,20,0,0
Cameroon,2020-03-21,27,0,0
Cameroon,2020-03-22,40,0,0
Cameroon,2020-03-23,56,0,0
Cameroon,2020-03-24,66,0,0
Cameroon,2020-03-25,75,0,0
Cameroon,2020-03-26,75,0,0
Cameroon,2020-03-27,91,0,0
Cameroon,2020-03-28,91,0,0
Cameroon,2020-03-29,139,0,0
AlbertaCanada,2020-01-22,0,0,0
AlbertaCanada,2020-01-23,0,0,0
AlbertaCanada,2020-01-24,0,0,0
AlbertaCanada,2020-01-25,0,0,0
AlbertaCanada,2020-01-26,0,0,0
AlbertaCanada,2020-01-27,0,0,0
AlbertaCanada,2020-01-28,0,0,0
AlbertaCanada,2020-01-29,0,0,0
AlbertaCanada,2020-01-30,0,0,0
AlbertaCanada,2020-01-31,0,0,0
AlbertaCanada,2020-02-01,0,0,0
AlbertaCanada,2020-02-02,0,0,0
AlbertaCanada,2020-02-03,0,0,0
AlbertaCanada,2020-02-04,0,0,0
AlbertaCanada,2020-02-05,0,0,0
AlbertaCanada,2020-02-06,0,0,0
AlbertaCanada,2020-02-07,0,0,0
AlbertaCanada,2020-02-08,0,0,0
AlbertaCanada,2020-02-09,0,0,0
AlbertaCanada,2020-02-10,0,0,0
AlbertaCanada,2020-02-11,0,0,0
AlbertaCanada,2020-02-12,0,0,0
AlbertaCanada,2020-02-13,0,0,0
AlbertaCanada,2020-02-14,0,0,0
AlbertaCanada,2020-02-15,0,0,0
AlbertaCanada,2020-02-16,0,0,0
AlbertaCanada,2020-02-17,0,0,0
AlbertaCanada,2020-02-18,0,0,0
AlbertaCanada,2020-02-19,0,0,0
AlbertaCanada,2020-02-20,0,0,0
AlbertaCanada,2020-02-21,0,0,0
AlbertaCanada,2020-02-22,0,0,0
AlbertaCanada,2020-02-23,0,0,0
AlbertaCanada,2020-02-24,0,0,0
AlbertaCanada,2020-02-25,0,0,0
AlbertaCanada,2020-02-26,0,0,0
AlbertaCanada,2020-02-27,0,0,0
AlbertaCanada,2020-02-28,0,0,0
AlbertaCanada,2020-02-29,0,0,0
AlbertaCanada,2020-03-01,0,0,0
AlbertaCanada,2020-03-02,0,0,0
AlbertaCanada,2020-03-03,0,0,0
AlbertaCanada,2020-03-04,0,0,0
AlbertaCanada,2020-03-05,0,0,0
AlbertaCanada,2020-03-06,1,0,0
AlbertaCanada,2020-03-07,2,0,0
AlbertaCanada,2020-03-08,4,0,0
AlbertaCanada,2020-03-09,7,0,0
AlbertaCanada,2020-03-10,7,0,0
AlbertaCanada,2020-03-11,19,0,0
AlbertaCanada,2020-03-12,19,0,0
AlbertaCanada,2020-03-13,29,0,0
AlbertaCanada,2020-03-14,29,0,0
AlbertaCanada,2020-03-15,39,0,0
AlbertaCanada,2020-03-16,56,0,0
AlbertaCanada,2020-03-17,74,0,0
AlbertaCanada,2020-03-18,97,0,0
AlbertaCanada,2020-03-19,119,0,0
AlbertaCanada,2020-03-20,146,0,0
AlbertaCanada,2020-03-21,195,0,0
AlbertaCanada,2020-03-22,259,0,0
AlbertaCanada,2020-03-23,301,0,0
AlbertaCanada,2020-03-24,359,0,0
AlbertaCanada,2020-03-25,358,0,0
AlbertaCanada,2020-03-26,486,0,0
AlbertaCanada,2020-03-27,542,0,0
AlbertaCanada,2020-03-28,542,0,0
AlbertaCanada,2020-03-29,621,0,0
BritishColumbiaCanada,2020-01-22,0,0,0
BritishColumbiaCanada,2020-01-23,0,0,0
BritishColumbiaCanada,2020-01-24,0,0,0
BritishColumbiaCanada,2020-01-25,0,0,0
BritishColumbiaCanada,2020-01-26,0,0,0
BritishColumbiaCanada,2020-01-27,0,0,0
BritishColumbiaCanada,2020-01-28,1,0,0
BritishColumbiaCanada,2020-01-29,1,0,0
BritishColumbiaCanada,2020-01-30,1,0,0
BritishColumbiaCanada,2020-01-31,1,0,0
BritishColumbiaCanada,2020-02-01,1,0,0
BritishColumbiaCanada,2020-02-02,1,0,0
BritishColumbiaCanada,2020-02-03,1,0,0
BritishColumbiaCanada,2020-02-04,1,0,0
BritishColumbiaCanada,2020-02-05,2,0,0
BritishColumbiaCanada,2020-02-06,2,0,0
BritishColumbiaCanada,2020-02-07,4,0,0
BritishColumbiaCanada,2020-02-08,4,0,0
BritishColumbiaCanada,2020-02-09,4,0,0
BritishColumbiaCanada,2020-02-10,4,0,0
BritishColumbiaCanada,2020-02-11,4,0,0
BritishColumbiaCanada,2020-02-12,4,0,0
BritishColumbiaCanada,2020-02-13,4,0,0
BritishColumbiaCanada,2020-02-14,4,0,0
BritishColumbiaCanada,2020-02-15,4,0,0
BritishColumbiaCanada,2020-02-16,4,0,0
BritishColumbiaCanada,2020-02-17,5,0,0
BritishColumbiaCanada,2020-02-18,5,0,0
BritishColumbiaCanada,2020-02-19,5,0,0
BritishColumbiaCanada,2020-02-20,5,0,0
BritishColumbiaCanada,2020-02-21,6,0,0
BritishColumbiaCanada,2020-02-22,6,0,0
BritishColumbiaCanada,2020-02-23,6,0,0
BritishColumbiaCanada,2020-02-24,6,0,0
BritishColumbiaCanada,2020-02-25,7,0,0
BritishColumbiaCanada,2020-02-26,7,0,0
BritishColumbiaCanada,2020-02-27,7,0,0
BritishColumbiaCanada,2020-02-28,7,0,0
BritishColumbiaCanada,2020-02-29,8,0,0
BritishColumbiaCanada,2020-03-01,8,0,0
BritishColumbiaCanada,2020-03-02,8,0,0
BritishColumbiaCanada,2020-03-03,9,0,0
BritishColumbiaCanada,2020-03-04,12,0,0
BritishColumbiaCanada,2020-03-05,13,0,0
BritishColumbiaCanada,2020-03-06,21,0,0
BritishColumbiaCanada,2020-03-07,21,0,0
BritishColumbiaCanada,2020-03-08,27,0,0
BritishColumbiaCanada,2020-03-09,32,0,0
BritishColumbiaCanada,2020-03-10,32,0,0
BritishColumbiaCanada,2020-03-11,39,0,0
BritishColumbiaCanada,2020-03-12,46,0,0
BritishColumbiaCanada,2020-03-13,64,0,0
BritishColumbiaCanada,2020-03-14,64,0,0
BritishColumbiaCanada,2020-03-15,73,0,0
BritishColumbiaCanada,2020-03-16,103,0,0
BritishColumbiaCanada,2020-03-17,103,0,0
BritishColumbiaCanada,2020-03-18,186,0,0
BritishColumbiaCanada,2020-03-19,231,0,0
BritishColumbiaCanada,2020-03-20,271,0,0
BritishColumbiaCanada,2020-03-21,424,0,0
BritishColumbiaCanada,2020-03-22,424,0,0
BritishColumbiaCanada,2020-03-23,472,0,0
BritishColumbiaCanada,2020-03-24,617,0,0
BritishColumbiaCanada,2020-03-25,617,0,0
BritishColumbiaCanada,2020-03-26,725,0,0
BritishColumbiaCanada,2020-03-27,725,0,0
BritishColumbiaCanada,2020-03-28,884,0,0
BritishColumbiaCanada,2020-03-29,884,0,0
GrandPrincessCanada,2020-01-22,0,0,0
GrandPrincessCanada,2020-01-23,0,0,0
GrandPrincessCanada,2020-01-24,0,0,0
GrandPrincessCanada,2020-01-25,0,0,0
GrandPrincessCanada,2020-01-26,0,0,0
GrandPrincessCanada,2020-01-27,0,0,0
GrandPrincessCanada,2020-01-28,0,0,0
GrandPrincessCanada,2020-01-29,0,0,0
GrandPrincessCanada,2020-01-30,0,0,0
GrandPrincessCanada,2020-01-31,0,0,0
GrandPrincessCanada,2020-02-01,0,0,0
GrandPrincessCanada,2020-02-02,0,0,0
GrandPrincessCanada,2020-02-03,0,0,0
GrandPrincessCanada,2020-02-04,0,0,0
GrandPrincessCanada,2020-02-05,0,0,0
GrandPrincessCanada,2020-02-06,0,0,0
GrandPrincessCanada,2020-02-07,0,0,0
GrandPrincessCanada,2020-02-08,0,0,0
GrandPrincessCanada,2020-02-09,0,0,0
GrandPrincessCanada,2020-02-10,0,0,0
GrandPrincessCanada,2020-02-11,0,0,0
GrandPrincessCanada,2020-02-12,0,0,0
GrandPrincessCanada,2020-02-13,0,0,0
GrandPrincessCanada,2020-02-14,0,0,0
GrandPrincessCanada,2020-02-15,0,0,0
GrandPrincessCanada,2020-02-16,0,0,0
GrandPrincessCanada,2020-02-17,0,0,0
GrandPrincessCanada,2020-02-18,0,0,0
GrandPrincessCanada,2020-02-19,0,0,0
GrandPrincessCanada,2020-02-20,0,0,0
GrandPrincessCanada,2020-02-21,0,0,0
GrandPrincessCanada,2020-02-22,0,0,0
GrandPrincessCanada,2020-02-23,0,0,0
GrandPrincessCanada,2020-02-24,0,0,0
GrandPrincessCanada,2020-02-25,0,0,0
GrandPrincessCanada,2020-02-26,0,0,0
GrandPrincessCanada,2020-02-27,0,0,0
GrandPrincessCanada,2020-02-28,0,0,0
GrandPrincessCanada,2020-02-29,0,0,0
GrandPrincessCanada,2020-03-01,0,0,0
GrandPrincessCanada,2020-03-02,0,0,0
GrandPrincessCanada,2020-03-03,0,0,0
GrandPrincessCanada,2020-03-04,0,0,0
GrandPrincessCanada,2020-03-05,0,0,0
GrandPrincessCanada,2020-03-06,0,0,0
GrandPrincessCanada,2020-03-07,0,0,0
GrandPrincessCanada,2020-03-08,0,0,0
GrandPrincessCanada,2020-03-09,0,0,0
GrandPrincessCanada,2020-03-10,0,0,0
GrandPrincessCanada,2020-03-11,0,0,0
GrandPrincessCanada,2020-03-12,0,0,0
